0	0.101279
1	0.102639
2	0.103238
3	0.102522
4	0.101279
5	0.100474
6	0.099401
7	0.097415
8	0.095113
9	0.093108
10	0.091114
11	0.088933
12	0.086240
13	0.083367
14	0.080974
15	0.079060
16	0.077446
17	0.075839
18	0.074384
19	0.073219
20	0.072003
21	0.070284
22	0.068055
23	0.065748
24	0.064234
25	0.063888
26	0.062929
27	0.060926
28	0.058086
29	0.054325
30	0.050025
31	0.044674
32	0.038080
33	0.031516
34	0.025929
35	0.020770
36	0.015962
37	0.011451
38	0.007491
39	0.005139
40	0.004622
41	0.005102
42	0.005090
43	0.004193
44	0.002440
45	-0.000154
46	-0.003073
47	-0.005914
48	-0.008825
49	-0.012226
50	-0.015665
51	-0.019191
52	-0.021992
53	-0.022651
54	-0.020875
55	-0.017065
56	-0.011742
57	-0.005702
58	-0.000647
59	0.003255
60	0.001463
61	-0.004610
62	-0.008007
63	-0.009234
64	-0.011001
65	-0.013892
66	-0.016714
67	-0.018535
68	-0.018960
69	-0.019399
70	-0.020719
71	-0.022213
72	-0.022959
73	-0.022998
74	-0.022399
75	-0.021450
76	-0.020445
77	-0.020032
78	-0.019756
79	-0.017579
80	-0.012751
81	-0.006745
82	-0.001058
83	0.005474
84	0.013008
85	0.020849
86	0.028580
87	0.036570
88	0.045351
89	0.052455
90	0.056410
91	0.058496
92	0.060923
93	0.063287
94	0.063698
95	0.061825
96	0.059314
97	0.057186
98	0.056349
99	0.056566
100	0.057561
101	0.058522
102	0.059663
103	0.061776
104	0.064600
105	0.066950
106	0.069526
107	0.072138
108	0.074531
109	0.076152
110	0.077755
111	0.079750
112	0.081637
113	0.082434
114	0.082393
115	0.082230
116	0.081740
117	0.081153
118	0.080549
119	0.079544
120	0.077982
121	0.076099
122	0.074414
123	0.073111
124	0.072618
125	0.072425
126	0.071902
127	0.071119
128	0.070723
129	0.071221
130	0.072419
131	0.073245
132	0.073167
133	0.072988
134	0.074362
135	0.075547
136	0.075535
137	0.074737
138	0.073500
139	0.072707
140	0.072200
141	0.071356
142	0.070322
143	0.068966
144	0.067318
145	0.066004
146	0.064665
147	0.062829
148	0.060960
149	0.060000
150	0.059842
151	0.058499
152	0.056013
153	0.054307
154	0.052724
155	0.051223
156	0.049800
157	0.048500
158	0.046945
159	0.045402
160	0.044237
161	0.042892
162	0.041195
163	0.038124
164	0.033988
165	0.029891
166	0.026507
167	0.023595
168	0.020611
169	0.018111
170	0.016582
171	0.015373
172	0.012056
173	0.006375
174	0.000579
175	-0.002939
176	-0.004251
177	-0.005227
178	-0.007166
179	-0.008725
180	-0.009813
181	-0.010975
182	-0.011519
183	-0.011500
184	-0.011811
185	-0.012914
186	-0.014530
187	-0.016305
188	-0.017609
189	-0.018855
190	-0.020269
191	-0.020077
192	-0.018521
193	-0.016207
194	-0.013463
195	-0.011180
196	-0.008270
197	-0.005044
198	-0.002698
199	-0.000853
200	0.000460
201	0.001544
202	0.002965
203	0.005112
204	0.006417
205	0.006622
206	0.007381
207	0.009086
208	0.012036
209	0.015491
210	0.017593
211	0.018430
212	0.018553
213	0.018826
214	0.019330
215	0.018642
216	0.017273
217	0.016463
218	0.016320
219	0.016956
220	0.018389
221	0.019373
222	0.019278
223	0.019056
224	0.018618
225	0.016278
226	0.011612
227	0.006065
228	0.000121
229	-0.006584
230	-0.012297
231	-0.017114
232	-0.021809
233	-0.025520
234	-0.026851
235	-0.026604
236	-0.024650
237	-0.019357
238	-0.012547
239	-0.005879
240	0.000525
241	0.007074
242	0.013465
243	0.017856
244	0.019523
245	0.019480
246	0.019673
247	0.020409
248	0.023436
249	0.029037
250	0.035340
251	0.041750
252	0.047456
253	0.052142
254	0.057484
255	0.061906
256	0.063614
257	0.063981
258	0.063641
259	0.063185
260	0.064100
261	0.066365
262	0.068790
263	0.071318
264	0.074191
265	0.078577
266	0.085017
267	0.092059
268	0.099455
269	0.108156
270	0.117132
271	0.126444
272	0.135706
273	0.145020
274	0.153865
275	0.161644
276	0.168700
277	0.175798
278	0.183039
279	0.190473
280	0.197908
281	0.205447
282	0.212776
283	0.218928
284	0.225598
285	0.232396
286	0.238631
287	0.243985
288	0.247870
289	0.251508
290	0.255204
291	0.259171
292	0.266288
293	0.276690
294	0.286222
295	0.296046
296	0.302377
297	0.305969
298	0.308539
299	0.311032
300	0.313150
301	0.315495
302	0.318024
303	0.319953
304	0.320132
305	0.320161
306	0.319756
307	0.318627
308	0.315566
309	0.311355
310	0.306722
311	0.302224
312	0.297305
313	0.292362
314	0.286625
315	0.279306
316	0.270773
317	0.261674
318	0.253040
319	0.245602
320	0.238686
321	0.231804
322	0.224970
323	0.219642
324	0.215528
325	0.212158
326	0.209729
327	0.208322
328	0.206877
329	0.205343
330	0.203193
331	0.200899
332	0.199395
333	0.198665
334	0.197770
335	0.196988
336	0.196498
337	0.197161
338	0.199664
339	0.203074
340	0.207301
341	0.211901
342	0.215400
343	0.216590
344	0.215801
345	0.215521
346	0.217079
347	0.218632
348	0.218326
349	0.217158
350	0.215619
351	0.213909
352	0.212759
353	0.211799
354	0.210604
355	0.210007
356	0.210406
357	0.212059
358	0.214878
359	0.217598
360	0.220241
361	0.223442
362	0.226866
363	0.229199
364	0.230942
365	0.232782
366	0.236291
367	0.240482
368	0.242916
369	0.244154
370	0.245230
371	0.246633
372	0.248973
373	0.251671
374	0.254045
375	0.256926
376	0.260252
377	0.264818
378	0.272289
379	0.281235
380	0.287203
381	0.290545
382	0.293642
383	0.296600
384	0.297204
385	0.293651
386	0.288509
387	0.284523
388	0.280869
389	0.276428
390	0.272084
391	0.268758
392	0.265800
393	0.262766
394	0.259022
395	0.254796
396	0.251897
397	0.248891
398	0.244416
399	0.238813
400	0.232702
401	0.227330
402	0.221979
403	0.217700
404	0.216361
405	0.216797
406	0.216313
407	0.213610
408	0.210263
409	0.209266
410	0.211050
411	0.211654
412	0.209768
413	0.205902
414	0.200621
415	0.194181
416	0.183731
417	0.173070
418	0.164877
419	0.158792
420	0.154532
421	0.151632
422	0.149115
423	0.146614
424	0.145890
425	0.148117
426	0.151287
427	0.154945
428	0.159467
429	0.164155
430	0.166818
431	0.167406
432	0.169114
433	0.173663
434	0.179998
435	0.187310
436	0.194474
437	0.201533
438	0.207252
439	0.212086
440	0.218838
441	0.226188
442	0.230677
443	0.234179
444	0.237075
445	0.240363
446	0.245525
447	0.251789
448	0.255027
449	0.257376
450	0.262794
451	0.273961
452	0.285819
453	0.294656
454	0.299162
455	0.302051
456	0.305677
457	0.310817
458	0.315821
459	0.321105
460	0.330467
461	0.344930
462	0.360512
463	0.375118
464	0.389933
465	0.407552
466	0.425239
467	0.439759
468	0.448490
469	0.457536
470	0.475843
471	0.501626
472	0.524800
473	0.542820
474	0.558576
475	0.576426
476	0.594261
477	0.606777
478	0.612696
479	0.612680
480	0.605955
481	0.597178
482	0.591471
483	0.581907
484	0.560489
485	0.538029
486	0.521103
487	0.503917
488	0.483509
489	0.469514
490	0.458580
491	0.444481
492	0.431168
493	0.423246
494	0.422472
495	0.432956
496	0.448849
497	0.459392
