0	252
1	208
2	157
3	66
4	51
5	46
6	44
7	69
8	154
9	256
10	569
11	1017
12	1365
13	1891
14	1973
15	2321
16	2501
17	2557
18	2596
19	2648
20	2589
21	2510
22	2612
23	2458
24	2294
25	2179
26	1804
27	1645
28	1561
29	1545
30	1385
31	1353
32	1247
33	1251
34	1101
35	934
36	939
37	878
38	919
39	877
40	859
41	844
42	870
43	828
44	875
45	943
46	974
47	1006
48	1041
49	970
50	1112
51	1129
52	1169
53	1253
54	1447
55	1509
56	1790
57	1838
58	1902
59	2333
60	2076
61	1662
62	1530
63	1347
64	1191
65	1195
66	1074
67	1051
68	1080
69	1084
70	1083
71	1150
72	1033
73	1081
74	963
75	1055
76	1025
77	973
78	897
79	917
80	926
81	864
82	936
83	895
84	936
85	1073
86	1133
87	1323
88	1703
89	1514
90	1569
91	1558
92	1633
93	1614
94	1615
95	1695
96	2037
97	2094
98	2113
99	1859
100	1727
101	2052
102	2011
103	2154
104	2442
105	2945
106	2777
107	2543
108	2701
109	2503
110	2413
111	2028
112	2081
113	1861
114	1937
115	1886
116	2036
117	1996
118	1964
119	1791
120	1810
121	1855
122	1747
123	1694
124	1594
125	1459
126	1449
127	1307
128	1450
129	1573
130	1649
131	1773
132	1929
133	1896
134	2015
135	1737
136	1661
137	1767
138	2043
139	2114
140	2422
141	2094
142	2363
143	2099
144	2187
145	1940
146	2061
147	2001
148	1677
149	1744
150	1649
151	1576
152	1614
153	1367
154	1106
155	1227
156	1193
157	1259
158	1001
159	1217
160	949
161	896
162	910
163	841
164	797
165	783
166	632
167	678
168	690
169	731
170	695
171	737
172	727
173	854
174	1078
175	2568
176	1821
177	1469
178	1756
179	1872
180	2210
181	2996
182	3785
183	5809
184	2716
185	2186
186	1537
187	1262
188	1033
189	908
190	926
191	737
192	667
193	574
194	580
195	560
196	485
197	482
198	389
199	348
200	316
201	291
202	319
203	290
204	270
205	199
206	175
207	162
208	173
209	134
210	158
211	180
212	158
213	170
214	173
215	208
216	224
217	206
218	206
219	239
220	214
221	234
222	176
223	194
224	182
225	212
226	197
227	225
228	210
229	185
230	181
231	209
232	216
233	184
234	187
235	182
236	198
237	180
238	172
239	194
240	197
241	174
242	184
243	242
244	243
245	288
246	324
247	374
248	397
249	484
250	485
251	547
252	538
253	516
254	112
255	0
